# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Air temperature (°C),Air pressure (mbar),Simulation time step (s),Apogee (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.006,1.209,121,15.556,1013.25,0.01,2238.13
# Event LIFTOFF occurred at t=0.02 seconds
0.02,0.024,2.419,121.025,15.555,1013.25,0.01,2238.13
0.03,0.054,3.629,121.049,15.555,1013.24,0.01,2238.13
0.04,0.097,4.839,121.071,15.555,1013.24,0.01,2238.13
0.05,0.151,6.049,121.091,15.555,1013.23,0.01,2238.13
0.06,0.218,7.26,121.111,15.554,1013.23,0.01,2238.13
0.07,0.296,8.471,121.13,15.554,1013.22,0.01,2238.13
0.08,0.387,9.682,121.148,15.553,1013.21,0.01,2238.13
0.09,0.49,10.893,121.165,15.552,1013.19,0.01,2238.13
0.1,0.605,12.104,121.182,15.552,1013.18,0.01,2238.13
0.11,0.732,13.315,121.198,15.551,1013.16,0.01,2238.13
0.12,0.871,14.527,121.213,15.55,1013.15,0.01,2238.13
0.13,1.023,15.739,121.228,15.549,1013.13,0.01,2238.13
0.14,1.186,16.951,121.243,15.548,1013.11,0.01,2238.13
0.15,1.362,18.163,121.258,15.547,1013.09,0.01,2238.13
0.16,1.549,19.375,121.272,15.545,1013.07,0.01,2238.13
0.17,1.749,20.587,121.286,15.544,1013.04,0.01,2238.13
0.18,1.961,21.8,121.299,15.543,1013.02,0.01,2238.13
0.19,2.185,23.012,121.312,15.541,1012.99,0.01,2238.13
0.2,2.421,24.225,121.325,15.54,1012.97,0.01,2238.13
0.21,2.67,25.438,121.336,15.538,1012.94,0.01,2238.13
0.22,2.93,26.651,121.348,15.536,1012.91,0.01,2238.13
0.23,3.203,27.864,121.359,15.535,1012.88,0.01,2238.13
0.24,3.487,29.077,121.369,15.533,1012.84,0.01,2238.13
0.25,3.784,30.29,121.379,15.531,1012.81,0.01,2238.13
0.26,4.093,31.504,121.388,15.529,1012.77,0.01,2238.13
0.27,4.414,32.717,121.397,15.527,1012.73,0.01,2238.13
0.28,4.748,33.931,121.405,15.524,1012.69,0.01,2238.13
0.29,5.093,35.144,121.413,15.522,1012.65,0.01,2238.13
# Event LAUNCHROD occurred at t=0.3 seconds
0.3,5.45,36.358,121.42,15.52,1012.61,0.01,2238.13
0.315,6.009,38.179,121.453,15.516,1012.55,0.015,2238.13
0.338,6.899,40.91,121.501,15.51,1012.44,0.023,2238.13
0.371,8.349,45.008,121.566,15.501,1012.27,0.034,2238.13
0.421,10.751,51.079,121.647,15.485,1011.99,0.05,2238.13
0.471,13.457,57.15,121.636,15.467,1011.67,0.05,2238.13
0.521,16.465,63.184,120.872,15.448,1011.32,0.05,2238.13
0.571,19.772,69.106,118.597,15.426,1010.93,0.05,2238.13
0.621,23.373,74.91,116.21,15.402,1010.51,0.05,2238.13
0.671,27.26,80.592,113.741,15.377,1010.06,0.05,2238.13
0.721,31.429,86.148,111.19,15.35,1009.57,0.05,2238.13
0.771,35.872,91.575,108.585,15.321,1009.05,0.05,2238.13
0.821,40.583,96.872,105.952,15.29,1008.5,0.05,2238.13
0.871,45.556,102.054,103.646,15.257,1007.92,0.05,2238.13
0.916,50.261,106.637,101.694,15.226,1007.37,0.045,2238.13
0.958,54.741,110.755,99.98,15.197,1006.84,0.041,2238.13
1,59.473,114.878,98.385,15.166,1006.29,0.042,2238.13
1.047,65.003,119.439,96.742,15.13,1005.64,0.047,2238.13
1.097,71.093,124.179,94.933,15.09,1004.93,0.05,2238.13
1.147,77.418,128.825,93.033,15.048,1004.19,0.05,2238.13
1.197,83.973,133.373,91.04,15.005,1003.42,0.05,2238.13
1.247,90.753,137.821,89.001,14.961,1002.63,0.05,2238.13
1.288,96.561,141.44,87.062,14.923,1001.95,0.042,2238.13
1.326,101.971,144.667,85.338,14.888,1001.31,0.038,2238.13
1.367,107.938,148.081,83.686,14.849,1000.61,0.041,2238.13
1.417,115.445,152.191,82.044,14.799,999.735,0.05,2238.13
1.467,123.155,156.208,80.218,14.749,998.833,0.05,2238.13
1.517,131.063,160.135,78.414,14.697,997.907,0.05,2238.13
1.557,137.607,163.248,76.886,14.654,997.141,0.04,2238.13
1.597,144.106,166.231,75.614,14.612,996.38,0.039,2238.13
1.647,152.511,169.943,74.203,14.557,995.396,0.05,2238.13
1.697,161.098,173.575,72.638,14.5,994.391,0.05,2238.13
1.747,169.866,177.128,71.048,14.443,993.364,0.05,2238.13
1.797,178.809,180.6,69.358,14.384,992.317,0.05,2238.13
1.844,187.32,183.765,67.682,14.329,991.321,0.047,2238.13
1.893,196.567,187.059,65.918,14.268,990.238,0.05,2238.13
1.943,206,190.269,64.065,14.206,989.134,0.05,2238.13
1.993,215.592,193.386,62.214,14.143,988.011,0.05,2238.13
2.043,225.337,196.412,60.441,14.079,986.87,0.05,2238.13
2.093,235.231,199.35,58.711,14.015,985.712,0.05,2238.13
2.143,245.27,202.205,57.072,13.949,984.537,0.05,2238.13
2.193,255.449,204.978,55.432,13.882,983.345,0.05,2238.13
2.243,265.765,207.667,53.713,13.815,982.137,0.05,2238.13
2.287,274.883,209.942,52.031,13.755,981.07,0.044,2238.13
2.337,285.443,212.462,50.226,13.686,979.834,0.05,2238.13
2.387,296.126,214.884,48.323,13.616,978.583,0.05,2238.13
2.437,306.929,217.213,46.504,13.545,977.318,0.05,2238.13
2.485,317.439,219.373,44.865,13.476,976.088,0.048,2238.13
2.535,328.462,221.536,43.206,13.404,974.798,0.05,2238.13
2.585,339.591,223.613,41.513,13.331,973.495,0.05,2238.13
2.635,350.821,225.604,39.725,13.258,972.18,0.05,2238.13
2.685,362.149,227.503,37.856,13.183,970.854,0.05,2238.13
2.735,373.569,229.307,35.992,13.108,969.517,0.05,2238.13
2.785,385.077,231.019,34.158,13.033,968.17,0.05,2238.13
2.835,396.669,232.642,32.48,12.957,966.813,0.05,2238.13
2.885,408.339,234.184,30.842,12.881,965.447,0.05,2238.13
2.935,420.085,235.643,29.148,12.804,964.071,0.05,2238.13
2.981,430.991,236.911,27.421,12.732,962.795,0.046,2238.13
3.031,442.866,238.091,23.389,12.655,961.405,0.05,2238.13
3.081,454.784,238.657,11.288,12.576,960.009,0.05,2238.13
3.131,466.718,238.7,0.884,12.498,958.612,0.05,2238.13
3.181,478.647,238.458,-4.748,12.42,957.216,0.05,2238.13
3.231,490.557,237.942,-10.252,12.342,955.821,0.05,2238.13
3.281,502.434,237.148,-15.816,12.264,954.444,0.05,2238.13
3.331,514.265,236.076,-21.385,12.187,953.125,0.05,2238.13
# Event BURNOUT occurred at t=3.35 seconds
3.35,518.662,235.605,-25.243,12.158,952.634,0.019,2238.13
3.378,525.241,234.87,-26.236,12.115,951.901,0.028,2238.13
3.42,535.071,233.772,-26.08,12.051,950.804,0.042,2238.13
3.47,546.727,232.474,-25.822,11.974,949.504,0.05,2238.13
3.52,558.319,231.19,-25.555,11.898,948.211,0.05,2238.13
3.57,569.847,229.919,-25.322,11.823,946.925,0.05,2238.13
3.62,581.311,228.657,-25.142,11.748,945.647,0.05,2238.13
3.67,592.713,227.404,-24.998,11.673,944.375,0.05,2238.13
3.72,604.052,226.158,-24.828,11.599,943.11,0.05,2238.13
3.77,615.328,224.922,-24.608,11.525,941.852,0.05,2238.13
3.82,626.544,223.697,-24.37,11.451,940.601,0.05,2238.13
3.87,637.698,222.485,-24.146,11.378,939.357,0.05,2238.13
3.92,648.793,221.282,-23.963,11.306,938.12,0.05,2238.13
3.97,659.827,220.088,-23.836,11.233,936.889,0.05,2238.13
4.02,670.801,218.898,-23.742,11.161,935.665,0.05,2238.13
4.07,681.717,217.714,-23.582,11.09,934.447,0.05,2238.13
4.12,692.573,216.54,-23.353,11.019,933.236,0.05,2238.13
4.17,703.371,215.379,-23.108,10.948,932.032,0.05,2238.13
4.22,714.111,214.229,-22.899,10.878,930.834,0.05,2238.13
4.27,724.794,213.088,-22.769,10.808,929.642,0.05,2238.13
4.32,735.42,211.952,-22.665,10.738,928.457,0.05,2238.13
4.37,745.989,210.822,-22.537,10.669,927.278,0.05,2238.13
4.42,756.502,209.699,-22.383,10.6,926.106,0.05,2238.13
4.47,766.959,208.584,-22.221,10.532,924.939,0.05,2238.13
4.52,777.361,207.476,-22.075,10.463,923.779,0.05,2238.13
4.57,787.707,206.376,-21.905,10.396,922.625,0.05,2238.13
4.62,797.999,205.286,-21.704,10.328,921.477,0.05,2238.13
4.67,808.236,204.206,-21.529,10.261,920.335,0.05,2238.13
4.72,818.419,203.133,-21.416,10.194,919.199,0.05,2238.13
4.77,828.549,202.064,-21.328,10.128,918.07,0.05,2238.13
4.82,838.626,201,-21.21,10.062,916.946,0.05,2238.13
4.87,848.649,199.943,-21.083,9.996,915.828,0.05,2238.13
4.92,858.62,198.892,-20.925,9.931,914.715,0.05,2238.13
4.97,868.539,197.851,-20.756,9.866,913.609,0.05,2238.13
5.02,878.405,196.816,-20.607,9.802,912.509,0.05,2238.13
5.07,888.22,195.79,-20.464,9.737,911.414,0.05,2238.13
5.12,897.984,194.77,-20.34,9.673,910.325,0.05,2238.13
5.17,907.697,193.756,-20.223,9.61,909.241,0.05,2238.13
5.22,917.36,192.747,-20.133,9.546,908.164,0.05,2238.13
5.27,926.972,191.742,-20.037,9.483,907.091,0.05,2238.13
5.32,936.534,190.744,-19.89,9.421,906.025,0.05,2238.13
5.37,946.047,189.754,-19.737,9.358,904.964,0.05,2238.13
5.42,955.51,188.77,-19.599,9.296,903.908,0.05,2238.13
5.47,964.924,187.794,-19.455,9.235,902.858,0.05,2238.13
5.52,974.289,186.824,-19.353,9.173,901.814,0.05,2238.13
5.57,983.606,185.858,-19.286,9.112,900.774,0.05,2238.13
5.62,992.875,184.896,-19.211,9.052,899.741,0.05,2238.13
5.67,1002.1,183.937,-19.139,8.991,898.723,0.05,2238.13
5.72,1011.27,182.982,-19.023,8.931,897.749,0.05,2238.13
5.77,1020.39,182.035,-18.866,8.871,896.78,0.05,2238.13
5.82,1029.47,181.096,-18.709,8.812,895.815,0.05,2238.13
5.87,1038.5,180.164,-18.581,8.753,894.856,0.05,2238.13
5.92,1047.49,179.237,-18.489,8.694,893.902,0.05,2238.13
5.97,1056.43,178.315,-18.407,8.635,892.952,0.05,2238.13
6.02,1065.32,177.396,-18.332,8.577,892.008,0.05,2238.13
6.07,1074.17,176.482,-18.251,8.519,891.068,0.05,2238.13
6.12,1082.97,175.571,-18.194,8.462,890.133,0.05,2238.13
6.17,1091.72,174.662,-18.115,8.404,889.203,0.05,2238.13
6.22,1100.43,173.76,-17.974,8.347,888.278,0.05,2238.13
6.27,1109.1,172.865,-17.832,8.29,887.358,0.05,2238.13
6.32,1117.72,171.977,-17.694,8.234,886.442,0.05,2238.13
6.37,1126.3,171.095,-17.581,8.178,885.531,0.05,2238.13
6.42,1134.83,170.218,-17.512,8.122,884.625,0.05,2238.13
6.47,1143.32,169.343,-17.489,8.066,883.723,0.05,2238.13
6.52,1151.77,168.469,-17.45,8.011,882.826,0.05,2238.13
6.57,1160.17,167.599,-17.383,7.956,881.934,0.05,2238.13
6.62,1168.53,166.732,-17.279,7.901,881.046,0.05,2238.13
6.67,1176.84,165.871,-17.152,7.847,880.163,0.05,2238.13
6.72,1185.11,165.016,-17.037,7.792,879.284,0.05,2238.13
6.77,1193.34,164.168,-16.926,7.739,878.41,0.05,2238.13
6.82,1201.53,163.323,-16.858,7.685,877.541,0.05,2238.13
6.87,1209.67,162.481,-16.808,7.632,876.676,0.05,2238.13
6.92,1217.78,161.643,-16.729,7.578,875.815,0.05,2238.13
6.97,1225.84,160.809,-16.635,7.526,874.959,0.05,2238.13
7.02,1233.86,159.98,-16.526,7.473,874.107,0.05,2238.13
7.07,1241.84,159.156,-16.444,7.421,873.259,0.05,2238.13
7.12,1249.77,158.335,-16.395,7.369,872.416,0.05,2238.13
7.17,1257.67,157.516,-16.326,7.317,871.578,0.05,2238.13
7.22,1265.53,156.702,-16.26,7.266,870.743,0.05,2238.13
7.27,1273.34,155.89,-16.207,7.215,869.913,0.05,2238.13
7.32,1281.12,155.081,-16.146,7.164,869.088,0.05,2238.13
7.37,1288.85,154.276,-16.068,7.113,868.266,0.05,2238.13
7.42,1296.54,153.475,-15.978,7.063,867.449,0.05,2238.13
7.47,1304.2,152.678,-15.893,7.012,866.636,0.05,2238.13
7.52,1311.81,151.886,-15.807,6.963,865.827,0.05,2238.13
7.57,1319.38,151.097,-15.739,6.913,865.023,0.05,2238.13
7.62,1326.92,150.311,-15.683,6.864,864.222,0.05,2238.13
7.67,1334.42,149.529,-15.626,6.814,863.426,0.05,2238.13
7.72,1341.87,148.749,-15.554,6.766,862.634,0.05,2238.13
7.77,1349.29,147.973,-15.473,6.717,861.846,0.05,2238.13
7.82,1356.67,147.201,-15.403,6.669,861.062,0.05,2238.13
7.87,1364.01,146.433,-15.334,6.621,860.283,0.05,2238.13
7.92,1371.31,145.668,-15.288,6.573,859.507,0.05,2238.13
7.97,1378.58,144.904,-15.246,6.525,858.736,0.05,2238.13
8.02,1385.81,144.143,-15.203,6.478,857.968,0.05,2238.13
8.07,1392.99,143.384,-15.162,6.431,857.205,0.05,2238.13
8.12,1400.14,142.627,-15.092,6.384,856.445,0.05,2238.13
8.17,1407.26,141.875,-15.011,6.337,855.69,0.05,2238.13
8.22,1414.33,141.126,-14.93,6.291,854.938,0.05,2238.13
8.27,1421.37,140.382,-14.839,6.245,854.191,0.05,2238.13
8.32,1428.37,139.642,-14.759,6.199,853.447,0.05,2238.13
8.37,1435.33,138.906,-14.691,6.153,852.708,0.05,2238.13
8.42,1442.26,138.173,-14.65,6.108,851.972,0.05,2238.13
8.47,1449.15,137.441,-14.627,6.063,851.24,0.05,2238.13
8.52,1456,136.71,-14.597,6.018,850.512,0.05,2238.13
8.57,1462.82,135.981,-14.544,5.973,849.788,0.05,2238.13
8.62,1469.6,135.256,-14.499,5.929,849.068,0.05,2238.13
8.67,1476.35,134.532,-14.454,5.885,848.351,0.05,2238.13
8.72,1483.06,133.811,-14.375,5.841,847.639,0.05,2238.13
8.77,1489.73,133.094,-14.304,5.797,846.93,0.05,2238.13
8.82,1496.37,132.38,-14.238,5.754,846.225,0.05,2238.13
8.87,1502.97,131.67,-14.172,5.71,845.539,0.05,2238.13
8.92,1509.53,130.963,-14.112,5.667,844.875,0.05,2238.13
8.97,1516.06,130.259,-14.062,5.625,844.215,0.05,2238.13
9.02,1522.56,129.557,-14.021,5.582,843.559,0.05,2238.13
9.07,1529.02,128.857,-13.969,5.54,842.906,0.05,2238.13
9.12,1535.44,128.16,-13.926,5.498,842.256,0.05,2238.13
9.17,1541.83,127.464,-13.896,5.456,841.61,0.05,2238.13
9.22,1548.19,126.77,-13.873,5.414,840.968,0.05,2238.13
9.27,1554.51,126.077,-13.845,5.373,840.329,0.05,2238.13
9.32,1560.8,125.386,-13.812,5.332,839.693,0.05,2238.13
9.37,1567.05,124.696,-13.762,5.291,839.061,0.05,2238.13
9.42,1573.27,124.01,-13.698,5.25,838.433,0.05,2238.13
9.47,1579.45,123.326,-13.632,5.209,837.808,0.05,2238.13
9.52,1585.6,122.646,-13.567,5.169,837.186,0.05,2238.13
9.57,1591.71,121.969,-13.507,5.129,836.568,0.05,2238.13
9.62,1597.8,121.296,-13.436,5.089,835.953,0.05,2238.13
9.67,1603.85,120.626,-13.381,5.05,835.342,0.05,2238.13
9.72,1609.86,119.957,-13.351,5.01,834.734,0.05,2238.13
9.77,1615.84,119.291,-13.317,4.971,834.129,0.05,2238.13
9.82,1621.79,118.626,-13.273,4.932,833.528,0.05,2238.13
9.87,1627.7,117.963,-13.253,4.893,832.93,0.05,2238.13
9.92,1633.59,117.3,-13.255,4.855,832.336,0.05,2238.13
9.97,1639.43,116.638,-13.229,4.816,831.744,0.05,2238.13
10.02,1645.25,115.977,-13.194,4.778,831.157,0.05,2238.13
10.07,1651.03,115.319,-13.149,4.74,830.572,0.05,2238.13
10.12,1656.78,114.663,-13.096,4.703,829.991,0.05,2238.13
10.17,1662.5,114.009,-13.054,4.665,829.413,0.05,2238.13
10.22,1668.18,113.357,-13.01,4.628,828.839,0.05,2238.13
10.27,1673.83,112.708,-12.959,4.591,828.267,0.05,2238.13
10.32,1679.45,112.062,-12.888,4.554,827.699,0.05,2238.13
10.37,1685.04,111.419,-12.821,4.518,827.134,0.05,2238.13
10.42,1690.59,110.779,-12.779,4.481,826.573,0.05,2238.13
10.47,1696.12,110.141,-12.734,4.445,826.015,0.05,2238.13
10.52,1701.61,109.506,-12.7,4.409,825.46,0.05,2238.13
10.57,1707.07,108.871,-12.677,4.373,824.908,0.05,2238.13
10.62,1712.5,108.238,-12.658,4.338,824.359,0.05,2238.13
10.67,1717.89,107.606,-12.626,4.302,823.814,0.05,2238.13
10.72,1723.26,106.975,-12.608,4.267,823.271,0.05,2238.13
10.77,1728.59,106.345,-12.602,4.232,822.732,0.05,2238.13
10.82,1733.89,105.715,-12.596,4.198,822.196,0.05,2238.13
10.87,1739.16,105.085,-12.573,4.163,821.664,0.05,2238.13
10.92,1744.4,104.457,-12.553,4.129,821.134,0.05,2238.13
10.97,1749.61,103.83,-12.52,4.095,820.608,0.05,2238.13
11.02,1754.78,103.206,-12.449,4.061,820.085,0.05,2238.13
11.07,1759.93,102.585,-12.384,4.027,819.565,0.05,2238.13
11.12,1765.04,101.967,-12.338,3.994,819.048,0.05,2238.13
11.17,1770.12,101.352,-12.278,3.96,818.534,0.05,2238.13
11.22,1775.18,100.739,-12.238,3.927,818.023,0.05,2238.13
11.27,1780.2,100.128,-12.211,3.894,817.515,0.05,2238.13
11.32,1785.19,99.518,-12.169,3.862,817.011,0.05,2238.13
11.37,1790.15,98.911,-12.137,3.829,816.509,0.05,2238.13
11.42,1795.08,98.305,-12.109,3.797,816.011,0.05,2238.13
11.47,1799.98,97.7,-12.084,3.765,815.516,0.05,2238.13
11.52,1804.85,97.096,-12.07,3.733,815.024,0.05,2238.13
11.57,1809.69,96.493,-12.061,3.701,814.534,0.05,2238.13
11.62,1814.5,95.89,-12.069,3.67,814.048,0.05,2238.13
11.67,1819.28,95.286,-12.075,3.638,813.565,0.05,2238.13
11.72,1824.03,94.683,-12.034,3.607,813.085,0.05,2238.13
11.77,1828.75,94.082,-11.995,3.576,812.608,0.05,2238.13
11.82,1833.44,93.483,-11.958,3.546,812.134,0.05,2238.13
11.87,1838.1,92.886,-11.925,3.515,811.663,0.05,2238.13
11.92,1842.72,92.291,-11.887,3.485,811.195,0.05,2238.13
11.97,1847.33,91.698,-11.852,3.455,810.73,0.05,2238.13
12.02,1851.89,91.106,-11.822,3.425,810.268,0.05,2238.13
12.07,1856.43,90.516,-11.783,3.395,809.809,0.05,2238.13
12.12,1860.95,89.927,-11.746,3.365,809.353,0.05,2238.13
12.17,1865.43,89.341,-11.702,3.336,808.9,0.05,2238.13
12.22,1869.88,88.757,-11.667,3.307,808.45,0.05,2238.13
12.27,1874.3,88.175,-11.631,3.278,808.003,0.05,2238.13
12.32,1878.7,87.594,-11.617,3.249,807.559,0.05,2238.13
12.37,1883.06,87.013,-11.613,3.221,807.117,0.05,2238.13
12.42,1887.4,86.432,-11.596,3.192,806.679,0.05,2238.13
12.47,1891.71,85.853,-11.57,3.164,806.244,0.05,2238.13
12.52,1895.98,85.275,-11.546,3.136,805.811,0.05,2238.13
12.57,1900.23,84.699,-11.516,3.108,805.382,0.05,2238.13
12.62,1904.45,84.124,-11.485,3.08,804.955,0.05,2238.13
12.67,1908.65,83.55,-11.461,3.053,804.531,0.05,2238.13
12.72,1912.81,82.978,-11.432,3.026,804.111,0.05,2238.13
12.77,1916.94,82.407,-11.403,2.999,803.693,0.05,2238.13
12.82,1921.05,81.837,-11.376,2.972,803.278,0.05,2238.13
12.87,1925.13,81.27,-11.333,2.945,802.865,0.05,2238.13
12.92,1929.18,80.704,-11.311,2.918,802.456,0.05,2238.13
12.97,1933.2,80.138,-11.321,2.892,802.05,0.05,2238.13
13.02,1937.19,79.572,-11.332,2.866,801.646,0.05,2238.13
13.07,1941.15,79.005,-11.339,2.84,801.245,0.05,2238.13
13.12,1945.09,78.438,-11.33,2.814,800.847,0.05,2238.13
13.17,1949,77.872,-11.312,2.789,800.452,0.05,2238.13
13.22,1952.88,77.307,-11.299,2.763,800.06,0.05,2238.13
13.27,1956.73,76.742,-11.288,2.738,799.671,0.05,2238.13
13.32,1960.55,76.178,-11.26,2.713,799.284,0.05,2238.13
13.37,1964.35,75.617,-11.199,2.688,798.901,0.05,2238.13
13.42,1968.12,75.058,-11.147,2.663,798.52,0.05,2238.13
13.47,1971.85,74.502,-11.085,2.639,798.142,0.05,2238.13
13.52,1975.57,73.949,-11.04,2.615,797.767,0.05,2238.13
13.57,1979.25,73.398,-11.016,2.59,797.395,0.05,2238.13
13.62,1982.9,72.848,-10.979,2.567,797.025,0.05,2238.13
13.67,1986.53,72.3,-10.948,2.543,796.658,0.05,2238.13
13.72,1990.13,71.753,-10.936,2.519,796.294,0.05,2238.13
13.77,1993.71,71.206,-10.941,2.496,795.933,0.05,2238.13
13.82,1997.26,70.659,-10.938,2.473,795.574,0.05,2238.13
13.87,2000.78,70.112,-10.932,2.449,795.223,0.05,2238.13
13.92,2004.27,69.566,-10.92,2.427,794.887,0.05,2238.13
13.97,2007.73,69.02,-10.911,2.404,794.554,0.05,2238.13
14.02,2011.17,68.474,-10.924,2.381,794.223,0.05,2238.13
14.07,2014.58,67.928,-10.941,2.359,793.895,0.05,2238.13
14.12,2017.96,67.38,-10.948,2.337,793.57,0.05,2238.13
14.17,2021.32,66.833,-10.926,2.315,793.248,0.05,2238.13
14.22,2024.64,66.287,-10.92,2.293,792.928,0.05,2238.13
14.27,2027.94,65.741,-10.917,2.271,792.61,0.05,2238.13
14.32,2031.22,65.196,-10.894,2.25,792.296,0.05,2238.13
14.37,2034.46,64.652,-10.857,2.229,791.983,0.05,2238.13
14.42,2037.68,64.11,-10.809,2.208,791.674,0.05,2238.13
14.47,2040.88,63.571,-10.776,2.187,791.367,0.05,2238.13
14.52,2044.04,63.033,-10.744,2.166,791.063,0.05,2238.13
14.57,2047.18,62.497,-10.702,2.145,790.761,0.05,2238.13
14.62,2050.29,61.962,-10.676,2.125,790.462,0.05,2238.13
14.67,2053.38,61.429,-10.651,2.105,790.165,0.05,2238.13
14.72,2056.43,60.898,-10.614,2.085,789.871,0.05,2238.13
14.77,2059.47,60.368,-10.589,2.065,789.58,0.05,2238.13
14.82,2062.47,59.839,-10.564,2.045,789.291,0.05,2238.13
14.87,2065.45,59.311,-10.54,2.026,789.004,0.05,2238.13
14.92,2068.4,58.785,-10.525,2.006,788.721,0.05,2238.13
14.97,2071.33,58.258,-10.521,1.987,788.439,0.05,2238.13
15.02,2074.23,57.732,-10.519,1.968,788.16,0.05,2238.13
15.07,2077.1,57.207,-10.516,1.949,787.884,0.05,2238.13
15.12,2079.95,56.681,-10.507,1.931,787.61,0.05,2238.13
15.17,2082.77,56.156,-10.494,1.912,787.339,0.05,2238.13
15.22,2085.56,55.631,-10.502,1.894,787.071,0.05,2238.13
15.27,2088.33,55.106,-10.512,1.876,786.804,0.05,2238.13
15.32,2091.07,54.58,-10.537,1.858,786.541,0.05,2238.13
15.37,2093.79,54.052,-10.566,1.84,786.28,0.05,2238.13
15.42,2096.48,53.524,-10.562,1.823,786.021,0.05,2238.13
15.47,2099.14,52.996,-10.558,1.805,785.765,0.05,2238.13
15.52,2101.78,52.468,-10.556,1.788,785.511,0.05,2238.13
15.57,2104.39,51.94,-10.546,1.771,785.261,0.05,2238.13
15.62,2106.97,51.413,-10.546,1.754,785.012,0.05,2238.13
15.67,2109.53,50.886,-10.527,1.737,784.766,0.05,2238.13
15.72,2112.06,50.36,-10.52,1.72,784.523,0.05,2238.13
15.77,2114.57,49.834,-10.52,1.704,784.282,0.05,2238.13
15.82,2117.05,49.308,-10.486,1.688,784.044,0.05,2238.13
15.87,2119.5,48.786,-10.434,1.672,783.808,0.05,2238.13
15.92,2121.92,48.265,-10.407,1.656,783.575,0.05,2238.13
15.97,2124.32,47.745,-10.372,1.64,783.344,0.05,2238.13
16.02,2126.7,47.228,-10.326,1.625,783.116,0.05,2238.13
16.07,2129.05,46.712,-10.281,1.609,782.89,0.05,2238.13
16.12,2131.37,46.2,-10.234,1.594,782.667,0.05,2238.13
16.17,2133.67,45.689,-10.185,1.579,782.446,0.05,2238.13
16.22,2135.94,45.181,-10.15,1.564,782.227,0.05,2238.13
16.27,2138.18,44.674,-10.122,1.549,782.011,0.05,2238.13
16.32,2140.41,44.169,-10.101,1.535,781.798,0.05,2238.13
16.37,2142.6,43.664,-10.087,1.52,781.587,0.05,2238.13
16.42,2144.77,43.16,-10.079,1.506,781.378,0.05,2238.13
16.47,2146.92,42.656,-10.085,1.492,781.172,0.05,2238.13
16.52,2149.04,42.151,-10.092,1.478,780.968,0.05,2238.13
16.57,2151.13,41.646,-10.098,1.465,780.766,0.05,2238.13
16.62,2153.2,41.141,-10.098,1.451,780.567,0.05,2238.13
16.67,2155.25,40.637,-10.089,1.438,780.371,0.05,2238.13
16.72,2157.27,40.132,-10.098,1.424,780.177,0.05,2238.13
16.77,2159.26,39.627,-10.115,1.411,779.985,0.05,2238.13
16.82,2161.23,39.121,-10.125,1.398,779.796,0.05,2238.13
16.87,2163.17,38.614,-10.132,1.386,779.609,0.05,2238.13
16.92,2165.09,38.108,-10.139,1.373,779.424,0.05,2238.13
16.97,2166.98,37.601,-10.154,1.361,779.242,0.05,2238.13
17.02,2168.85,37.092,-10.194,1.348,779.063,0.05,2238.13
17.07,2170.69,36.581,-10.209,1.336,778.886,0.05,2238.13
17.12,2172.51,36.071,-10.216,1.325,778.711,0.05,2238.13
17.17,2174.3,35.56,-10.237,1.313,778.539,0.05,2238.13
17.22,2176.06,35.047,-10.239,1.301,778.369,0.05,2238.13
17.27,2177.8,34.536,-10.214,1.29,778.202,0.05,2238.13
17.32,2179.52,34.026,-10.215,1.279,778.037,0.05,2238.13
17.37,2181.21,33.515,-10.2,1.268,777.875,0.05,2238.13
17.42,2182.87,33.006,-10.184,1.257,777.715,0.05,2238.13
17.47,2184.51,32.496,-10.178,1.246,777.558,0.05,2238.13
17.52,2186.12,31.988,-10.149,1.235,777.403,0.05,2238.13
17.57,2187.71,31.481,-10.132,1.225,777.25,0.05,2238.13
17.62,2189.27,30.975,-10.124,1.215,777.1,0.05,2238.13
17.67,2190.8,30.469,-10.099,1.205,776.952,0.05,2238.13
17.72,2192.31,29.965,-10.067,1.195,776.807,0.05,2238.13
17.77,2193.8,29.463,-10.034,1.185,776.664,0.05,2238.13
17.82,2195.26,28.962,-10.006,1.175,776.524,0.05,2238.13
17.87,2196.7,28.462,-9.989,1.166,776.386,0.05,2238.13
17.92,2198.11,27.963,-9.976,1.157,776.25,0.05,2238.13
17.97,2199.49,27.464,-9.959,1.148,776.117,0.05,2238.13
18.02,2200.85,26.967,-9.944,1.139,775.986,0.05,2238.13
18.07,2202.19,26.47,-9.922,1.13,775.858,0.05,2238.13
18.12,2203.5,25.975,-9.893,1.122,775.732,0.05,2238.13
18.17,2204.79,25.481,-9.878,1.113,775.608,0.05,2238.13
18.22,2206.05,24.986,-9.88,1.105,775.487,0.05,2238.13
18.27,2207.28,24.493,-9.863,1.097,775.368,0.05,2238.13
18.32,2208.5,24,-9.851,1.089,775.251,0.05,2238.13
18.37,2209.68,23.508,-9.853,1.081,775.137,0.05,2238.13
18.42,2210.85,23.015,-9.854,1.073,775.025,0.05,2238.13
18.47,2211.99,22.522,-9.855,1.066,774.916,0.05,2238.13
18.52,2213.1,22.029,-9.856,1.059,774.809,0.05,2238.13
18.57,2214.19,21.537,-9.837,1.051,774.704,0.05,2238.13
