# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Air temperature (°C),Air pressure (mbar),Simulation time step (s),Apogee (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0,0,0,5.893,856.1,0.01,0
# Event LIFTOFF occurred at t=0.02 seconds
207.981,57.3383,-5.95647,-0.000894293,5.483,849.4,0.490005,nan
208.481,54.3133,-5.98432,-0.0108282,5.502,849.7,0.5,nan
208.981,51.292,-6.0074,-0.018049,5.521,850,0.5,nan
209.481,48.2851,-6.01389,-0.0151394,5.541,850.3,0.5,nan
209.981,45.294,-6.00347,-0.00369254,5.56,850.6,0.5,nan
210.26,44.5507,-5.31913,0.35179,5.58,851,0.278992,nan
210.453,43.9202,-5.03859,0.418023,5.59,851.1,0.193008,nan
210.858,41.1904,-5.4866,0.0368436,5.598,851.3,0.404999,nan
211.31,38.1159,-5.91956,-0.198802,5.614,851.5,0.451996,nan
211.81,34.6605,-6.32559,-0.328532,5.631,851.8,0.5,nan
212.31,31.3879,-6.47939,-0.288809,5.651,852.1,0.5,nan
212.81,28.2444,-6.47605,-0.188273,5.67,852.4,0.5,nan
213.31,25.1925,-6.38713,-0.0826003,5.689,852.8,0.5,nan
213.81,22.1952,-6.27113,-0.0020693,5.709,853.1,0.5,nan
214.31,19.2505,-6.13638,0.0626287,5.728,853.4,0.5,nan
214.59,18.5457,-5.39669,0.425459,5.748,853.7,0.279999,nan
214.846,17.4156,-5.20357,0.412861,5.759,853.9,0.255997,nan
215.332,14.0062,-5.75485,-0.0135659,5.769,854,0.486008,nan
215.691,12.0665,-5.66278,0.0382914,5.787,854.4,0.358994,nan
216.191,8.62104,-6.08779,-0.177864,5.801,854.6,0.5,nan
216.462,7.63299,-5.62261,0.101598,5.821,854.9,0.271011,nan
216.745,6.17005,-5.52013,0.128971,5.831,855.1,0.28299,nan
217.245,2.50448,-6.15345,-0.239338,5.842,855.2,0.5,nan
217.745,-0.91672,-6.4591,-0.306639,5.861,855.6,0.5,nan
# Event GROUND_HIT occurred at t=218.071 seconds
# Event SIMULATION_END occurred at t=218.071 seconds
218.071,-2.27792,-5.94523,0.0418792,5.881,855.9,0.326004,nan
